,practice_id,ccg_id,baseline,baseline_ranking,allocation,group_ab,cost_saving_measure
0,A83050,00J,0.1247536460386283,0.8787050359712231,I,B,ppi
1,A81025,00K,0.12841756420878211,0.8972661870503598,con,con,ppi
2,A81066,00K,0.11681087762669963,0.8345323741007195,I,A,ppi
3,A84034,00L,0.1140971239981141,0.8139568345323741,I,A,ppi
6,A81005,00M,0.11274298056155507,0.8064748201438849,con,con,ppi
7,A81015,00M,0.11548913043478261,0.8244604316546763,I,B,ppi
10,A81043,00M,0.11451876019575856,0.8175539568345324,con,con,ppi
4,A81053,00M,0.15371506475800956,0.9597122302158273,con,con,ppi
9,A81054,00M,0.11483967188665176,0.820863309352518,I,A,ppi
8,A81064,00M,0.11278648974668275,0.8069064748201439,con,con,ppi
5,A81611,00M,0.12467700258397933,0.8776978417266187,I,A,ppi
14,A89001,00P,0.12018401380103508,0.8526618705035971,I,B,ppi
18,A89005,00P,0.12103746397694524,0.8569784172661871,I,A,ppi
17,A89007,00P,0.1736086804340217,0.9838848920863309,con,con,ppi
11,A89010,00P,0.164021164021164,0.9733812949640288,con,con,ppi
19,A89015,00P,0.1162704309063893,0.8286330935251799,con,con,ppi
20,A89020,00P,0.12110481586402266,0.8572661870503597,I,B,ppi
15,A89026,00P,0.16164053075995174,0.9709352517985611,con,con,ppi
12,A89032,00P,0.1323283082077052,0.9096402877697841,I,A,ppi
13,A89036,00P,0.17509727626459143,0.9844604316546762,con,con,ppi
16,A89620,00P,0.1392136025504782,0.9302158273381295,I,B,ppi
21,P81707,00Q,0.12104981253347616,0.8571223021582733,I,B,ppi
23,P82030,00T,0.13366336633663367,0.9143884892086331,I,B,ppi
22,P82629,00T,0.17833333333333334,0.9863309352517986,con,con,ppi
24,P82643,00T,0.1126829268292683,0.8058992805755396,con,con,ppi
35,P81010,00X,0.1119942196531792,0.8017266187050359,con,con,ppi
29,P81033,00X,0.11466897446992644,0.8189928057553957,con,con,ppi
36,P81038,00X,0.11361545538178473,0.8119424460431655,I,B,ppi
32,P81044,00X,0.13132990204217168,0.9063309352517985,I,A,ppi
31,P81057,00X,0.12309442548350398,0.8694964028776978,con,con,ppi
28,P81082,00X,0.12955589586523736,0.900863309352518,I,B,ppi
25,P81083,00X,0.15952080706179067,0.9679136690647482,con,con,ppi
27,P81154,00X,0.11427579020493227,0.8158273381294964,con,con,ppi
34,P81687,00X,0.12613784135240572,0.8867625899280576,I,A,ppi
30,P81689,00X,0.15040650406504066,0.9556834532374101,I,B,ppi
26,P81701,00X,0.16387959866220736,0.9732374100719424,I,A,ppi
33,P81741,00X,0.11802232854864433,0.8424460431654677,con,con,ppi
41,P85006,00Y,0.11887515977844056,0.8470503597122302,I,B,ppi
37,P85007,00Y,0.14299610894941633,0.9405755395683453,I,A,ppi
39,P85016,00Y,0.11263348780979246,0.805611510791367,I,A,ppi
42,P85020,00Y,0.12289433384379786,0.8684892086330935,con,con,ppi
40,P85602,00Y,0.11958568738229755,0.8503597122302158,con,con,ppi
38,P85622,00Y,0.11249323958896701,0.8043165467625899,con,con,ppi
43,Y02606,01A,0.11195928753180662,0.801294964028777,I,A,ppi
44,P86010,01D,0.12818371607515658,0.8961151079136691,con,con,ppi
46,P86011,01D,0.11396011396011396,0.813525179856115,con,con,ppi
45,Y02721,01D,0.12083333333333333,0.8555395683453237,I,A,ppi
49,P81018,01E,0.1587895273716423,0.9664748201438849,I,A,ppi
57,P81046,01E,0.11314285714285714,0.8089208633093525,I,B,ppi
61,P81055,01E,0.11647555823777912,0.8307913669064748,I,A,ppi
58,P81059,01E,0.17185385656292287,0.9818705035971224,con,con,ppi
52,P81067,01E,0.11187122736418512,0.8002877697841727,con,con,ppi
60,P81071,01E,0.11231101511879049,0.8031654676258992,con,con,ppi
48,P81152,01E,0.14382022471910114,0.9427338129496403,con,con,ppi
59,P81184,01E,0.11870054144106622,0.8457553956834533,I,B,ppi
55,P81185,01E,0.12222222222222222,0.8650359712230216,I,A,ppi
47,P81196,01E,0.12391077030324155,0.8736690647482014,I,B,ppi
51,P81647,01E,0.20612813370473537,0.9941007194244604,I,A,ppi
54,P81664,01E,0.11198649409116489,0.8014388489208633,con,con,ppi
50,P81748,01E,0.1191578947368421,0.8483453237410072,con,con,ppi
53,P81763,01E,0.18552036199095023,0.9899280575539569,I,B,ppi
56,P81785,01E,0.2153153153153153,0.9959712230215827,con,con,ppi
67,P87016,01G,0.11465781409601634,0.818705035971223,I,A,ppi
63,P87017,01G,0.11235955056179775,0.8035971223021583,I,B,ppi
62,P87040,01G,0.12731256085686465,0.8922302158273381,con,con,ppi
66,P87648,01G,0.2523860021208908,0.9985611510791367,con,con,ppi
64,P87651,01G,0.12583518930957685,0.8847482014388489,con,con,ppi
65,Y02625,01G,0.23406425293217745,0.9976978417266187,I,B,ppi
70,A82036,01H,0.1181959564541213,0.8431654676258993,con,con,ppi
69,A82038,01H,0.11423390752493201,0.815251798561151,I,B,ppi
68,A82060,01H,0.11367380560131796,0.8122302158273381,con,con,ppi
72,N83030,01J,0.11655708308427974,0.8320863309352518,con,con,ppi
71,N83610,01J,0.11969111969111969,0.8507913669064748,I,B,ppi
74,A82003,01K,0.11282660332541568,0.8073381294964028,I,A,ppi
84,A82007,01K,0.11727748691099477,0.8379856115107913,I,A,ppi
81,A82030,01K,0.1383030897498774,0.9270503597122303,con,con,ppi
80,A82033,01K,0.13147817207046208,0.9070503597122302,I,A,ppi
73,A82034,01K,0.11194324004729996,0.8011510791366907,con,con,ppi
76,A82039,01K,0.11723280861640431,0.8375539568345324,I,B,ppi
83,A82072,01K,0.12305986696230599,0.8693525179856115,con,con,ppi
79,A82074,01K,0.1341772151898734,0.9153956834532374,con,con,ppi
75,A82077,01K,0.21645151606124288,0.9962589928057554,con,con,ppi
77,A82608,01K,0.1153225806451613,0.8233093525179856,con,con,ppi
82,A82613,01K,0.17630057803468208,0.9850359712230216,I,B,ppi
78,P81006,01K,0.12361623616236163,0.8723741007194245,I,B,ppi
85,N81642,01R,0.12427745664739884,0.8751079136690647,con,con,ppi
89,N83027,01X,0.11186770428015565,0.8001438848920863,con,con,ppi
88,N83054,01X,0.12098298676748583,0.8564028776978417,I,A,ppi
86,N83620,01X,0.12189616252821671,0.8630215827338129,I,B,ppi
87,N83635,01X,0.1239406779661017,0.8738129496402878,con,con,ppi
91,P89021,01Y,0.11903246339910885,0.8476258992805755,I,B,ppi
90,P89025,01Y,0.1264737406216506,0.8887769784172662,con,con,ppi
109,P91003,02A,0.1583268178264269,0.9656115107913669,I,B,ppi
99,P91006,02A,0.14110839083018029,0.9351079136690648,I,A,ppi
96,P91008,02A,0.11666666666666667,0.8335251798561151,con,con,ppi
107,P91009,02A,0.1350171499844091,0.917841726618705,I,B,ppi
92,P91012,02A,0.11926605504587157,0.8493525179856115,con,con,ppi
104,P91014,02A,0.12564045444419691,0.8831654676258993,con,con,ppi
98,P91016,02A,0.11794171220400729,0.841294964028777,con,con,ppi
100,P91017,02A,0.1165210153974199,0.8315107913669064,con,con,ppi
103,P91018,02A,0.13482862903225806,0.9171223021582734,I,A,ppi
101,P91019,02A,0.18340611353711792,0.9889208633093525,I,B,ppi
97,P91020,02A,0.12170385395537525,0.8615827338129496,I,B,ppi
108,P91026,02A,0.13243378310844578,0.9100719424460432,con,con,ppi
95,P91029,02A,0.17884130982367757,0.9870503597122302,I,A,ppi
110,P91032,02A,0.19718309859154928,0.9928057553956835,con,con,ppi
106,P91035,02A,0.12738853503184713,0.8926618705035971,con,con,ppi
105,P91604,02A,0.16207171314741037,0.9713669064748202,I,A,ppi
102,P91619,02A,0.14012251148545177,0.9328057553956834,con,con,ppi
93,P91625,02A,0.16459016393442624,0.9742446043165468,I,B,ppi
94,P91627,02A,0.12235817575083426,0.8656115107913669,con,con,ppi
111,N81007,02E,0.15447355412753336,0.9607194244604317,con,con,ppi
113,N81109,02E,0.11808809746954077,0.8427338129496403,con,con,ppi
112,N81122,02E,0.14164376717461905,0.9364028776978417,I,B,ppi
114,Y04926,02E,0.14025500910746813,0.9332374100719425,I,A,ppi
117,N81031,02F,0.14623467600700527,0.9477697841726619,con,con,ppi
120,N81060,02F,0.12332838038632987,0.8709352517985611,I,A,ppi
115,N81063,02F,0.11585175957645594,0.8263309352517986,con,con,ppi
118,N81121,02F,0.15137614678899083,0.9565467625899281,I,B,ppi
116,N81125,02F,0.1169085916045508,0.8353956834532374,I,B,ppi
119,N81607,02F,0.12121212121212122,0.8584172661870504,con,con,ppi
122,P81045,02G,0.13560371517027864,0.9197122302158274,con,con,ppi
123,P81096,02G,0.15201554152501215,0.9576978417266188,I,B,ppi
126,P81112,02G,0.1246340443329151,0.8772661870503597,con,con,ppi
125,P81674,02G,0.1307732226258433,0.9038848920863309,I,A,ppi
121,P81695,02G,0.16458072590738423,0.9741007194244604,I,A,ppi
124,P81727,02G,0.12514757969303425,0.8801438848920863,con,con,ppi
129,P92014,02H,0.13871517907902217,0.9277697841726619,I,A,ppi
127,P92623,02H,0.11355311355311355,0.8115107913669065,I,B,ppi
128,Y02887,02H,0.12474849094567404,0.8784172661870504,con,con,ppi
130,C85024,02P,0.13662790697674418,0.9227338129496403,I,A,ppi
131,B83011,02R,0.1837144003208985,0.9892086330935251,I,B,ppi
133,B81041,02Y,0.12481716235982447,0.879136690647482,I,A,ppi
132,B81082,02Y,0.12491909385113269,0.8794244604316547,con,con,ppi
136,B82022,03D,0.1498371335504886,0.9543884892086331,con,con,ppi
139,B82034,03D,0.1190606226105953,0.8477697841726619,I,A,ppi
137,B82045,03D,0.11447302067574382,0.8171223021582734,I,B,ppi
134,B82046,03D,0.1226890756302521,0.8670503597122302,con,con,ppi
138,B82049,03D,0.1329225352112676,0.9115107913669065,con,con,ppi
140,B82066,03D,0.12117943185904351,0.8578417266187051,con,con,ppi
135,B82072,03D,0.12204234122042341,0.8646043165467626,I,B,ppi
141,B86623,03G,0.2396486825595985,0.9981294964028777,con,con,ppi
142,B86675,03G,0.11702127659574468,0.8362589928057554,I,A,ppi
145,B81656,03H,0.11796246648793565,0.8415827338129497,con,con,ppi
143,B81665,03H,0.16521739130434782,0.9752517985611511,con,con,ppi
144,B81677,03H,0.17436380772855797,0.98431654676259,I,A,ppi
146,B85620,03J,0.1460101867572156,0.9474820143884892,con,con,ppi
148,B81007,03K,0.12629852378348824,0.8879136690647482,con,con,ppi
150,B81043,03K,0.1165948275862069,0.8325179856115108,con,con,ppi
149,B81063,03K,0.149009900990099,0.9530935251798561,I,A,ppi
147,B81099,03K,0.12113659022931206,0.8576978417266187,I,A,ppi
151,B81113,03K,0.12191103789126853,0.8631654676258993,I,B,ppi
152,C87014,03L,0.13596657804785417,0.9207194244604316,I,B,ppi
170,C88005,03N,0.11293399465852728,0.8080575539568345,con,con,ppi
164,C88006,03N,0.151673640167364,0.9574100719424461,con,con,ppi
177,C88010,03N,0.11878718096334677,0.8464748201438849,I,A,ppi
180,C88021,03N,0.14205416453755748,0.9375539568345324,con,con,ppi
167,C88022,03N,0.16765578635014836,0.9781294964028777,I,B,ppi
154,C88023,03N,0.1141888072357264,0.8146762589928057,con,con,ppi
160,C88024,03N,0.12583120204603582,0.8846043165467626,con,con,ppi
157,C88028,03N,0.11457825450999512,0.8179856115107914,I,A,ppi
174,C88030,03N,0.13079394217530976,0.9040287769784172,con,con,ppi
169,C88032,03N,0.11551155115511551,0.824748201438849,I,B,ppi
156,C88034,03N,0.13322759714512292,0.9126618705035972,con,con,ppi
163,C88037,03N,0.11845972957084068,0.8443165467625899,I,B,ppi
179,C88038,03N,0.16666666666666666,0.9768345323741007,I,A,ppi
168,C88042,03N,0.11879432624113476,0.8466187050359713,con,con,ppi
161,C88046,03N,0.13513513513513514,0.9179856115107914,I,A,ppi
176,C88050,03N,0.18357487922705315,0.9890647482014389,con,con,ppi
173,C88051,03N,0.13969732246798602,0.9315107913669065,I,B,ppi
165,C88052,03N,0.11735941320293398,0.8381294964028777,I,A,ppi
153,C88060,03N,0.14457831325301204,0.9450359712230216,I,B,ppi
171,C88073,03N,0.14073634204275534,0.9346762589928057,I,A,ppi
182,C88076,03N,0.1228646517739816,0.8683453237410071,con,con,ppi
178,C88077,03N,0.12455767869780608,0.8768345323741007,con,con,ppi
172,C88083,03N,0.13916256157635468,0.9299280575539568,con,con,ppi
175,C88091,03N,0.18934081346423562,0.9909352517985611,I,A,ppi
166,C88092,03N,0.1149135446685879,0.821294964028777,con,con,ppi
158,C88643,03N,0.12962962962962962,0.901294964028777,con,con,ppi
159,C88647,03N,0.12641509433962264,0.8884892086330936,I,B,ppi
181,C88652,03N,0.12793427230046947,0.8951079136690647,I,B,ppi
162,C88655,03N,0.16470588235294117,0.9745323741007195,con,con,ppi
155,C88656,03N,0.12753378378378377,0.8932374100719425,I,A,ppi
187,C83006,03T,0.23210412147505424,0.997410071942446,con,con,ppi
186,C83028,03T,0.16682761950748431,0.9771223021582733,I,A,ppi
188,C83043,03T,0.11717045808663135,0.836978417266187,I,B,ppi
184,C83055,03T,0.11495983935742972,0.8215827338129497,I,A,ppi
183,C83057,03T,0.11212582445459157,0.8023021582733812,con,con,ppi
189,C83643,03T,0.132858837485172,0.9112230215827338,con,con,ppi
185,C83650,03T,0.11629746835443038,0.8292086330935252,con,con,ppi
191,C82002,03W,0.11659703759969617,0.8326618705035971,I,B,ppi
196,C82009,03W,0.12043978010994502,0.8538129496402878,con,con,ppi
190,C82010,03W,0.14813319878910192,0.9513669064748201,con,con,ppi
201,C82016,03W,0.14407924358397117,0.9434532374100719,I,A,ppi
193,C82038,03W,0.12266954877060254,0.8667625899280575,I,A,ppi
197,C82042,03W,0.14721723518850988,0.9499280575539568,I,B,ppi
194,C82044,03W,0.11862745098039215,0.8454676258992806,con,con,ppi
200,C82055,03W,0.12249335588306354,0.8661870503597122,con,con,ppi
198,C82067,03W,0.11230195712954334,0.803021582733813,con,con,ppi
192,C82078,03W,0.12366938008766437,0.8725179856115108,con,con,ppi
199,C82109,03W,0.16685082872928178,0.9772661870503597,I,A,ppi
195,C82649,03W,0.12732342007434944,0.8923741007194245,I,B,ppi
206,C82005,04C,0.120157215047726,0.8523741007194244,con,con,ppi
204,C82019,04C,0.12226117440841368,0.8653237410071942,con,con,ppi
203,C82029,04C,0.12630480167014613,0.8880575539568345,I,A,ppi
202,C82099,04C,0.16293929712460065,0.9723741007194244,con,con,ppi
205,C82100,04C,0.11592178770949721,0.8269064748201439,I,B,ppi
207,C82676,04C,0.11321626617375231,0.8094964028776979,I,A,ppi
215,C83002,04D,0.11474793077501881,0.8198561151079137,I,B,ppi
213,C83018,04D,0.11647429171038824,0.8306474820143885,I,A,ppi
209,C83033,04D,0.1442652329749104,0.943884892086331,I,B,ppi
218,C83038,04D,0.12487205731832139,0.8792805755395684,con,con,ppi
220,C83041,04D,0.11928831378892034,0.8496402877697842,con,con,ppi
216,C83058,04D,0.13961922030825022,0.9313669064748201,con,con,ppi
217,C83062,04D,0.13927781871775977,0.9306474820143885,I,A,ppi
214,C83071,04D,0.13970007892659828,0.9316546762589928,con,con,ppi
212,C83072,04D,0.12380323539121822,0.8729496402877698,con,con,ppi
208,C83074,04D,0.16342756183745583,0.9729496402877698,con,con,ppi
210,C83082,04D,0.11633663366336634,0.8297841726618705,con,con,ppi
211,C83626,04D,0.11967951927891837,0.8506474820143884,I,B,ppi
219,C83633,04D,0.2137313432835821,0.99568345323741,I,A,ppi
222,C84036,04E,0.115861479264643,0.8264748201438848,I,A,ppi
221,C84654,04E,0.13346814964610718,0.9135251798561151,con,con,ppi
225,K83019,04G,0.11355735805330243,0.8116546762589928,con,con,ppi
226,K83020,04G,0.1332547169811321,0.9129496402877698,I,A,ppi
223,K83041,04G,0.11926178660049627,0.8492086330935252,con,con,ppi
227,K83068,04G,0.13266041816870944,0.9106474820143885,con,con,ppi
224,K83616,04G,0.2531831537708129,0.9987050359712231,I,B,ppi
228,C84045,04H,0.11292775665399239,0.8077697841726619,I,B,ppi
229,C84049,04H,0.11602610587382162,0.8276258992805755,con,con,ppi
230,C84660,04H,0.11541072640868975,0.8240287769784173,I,A,ppi
232,C81016,04J,0.11193181818181819,0.8010071942446043,con,con,ppi
233,C81028,04J,0.12289628180039139,0.8686330935251798,I,B,ppi
234,C81101,04J,0.11259541984732824,0.8051798561151079,con,con,ppi
231,C81611,04J,0.16967509025270758,0.9797122302158273,I,A,ppi
237,C84043,04K,0.11768778123918311,0.8401438848920864,con,con,ppi
236,C84602,04K,0.15917602996254682,0.9673381294964029,I,B,ppi
235,C84682,04K,0.11789924973204716,0.8410071942446044,con,con,ppi
238,C84704,04K,0.14156431803490627,0.9359712230215828,I,A,ppi
239,C84033,04L,0.1580712788259958,0.9651798561151079,con,con,ppi
243,C84066,04L,0.12789559543230017,0.8949640287769784,con,con,ppi
242,C84115,04L,0.1161928306551298,0.8282014388489208,I,A,ppi
241,C84125,04L,0.13087248322147652,0.9041726618705036,con,con,ppi
240,C84696,04L,0.11821974965229486,0.8433093525179857,I,B,ppi
244,Y00026,04L,0.12059158134243458,0.8546762589928057,I,A,ppi
245,C84107,04M,0.1275092936802974,0.8930935251798561,con,con,ppi
246,C84005,04N,0.1187202538339503,0.8460431654676259,I,B,ppi
247,C84090,04N,0.12183055040197897,0.8624460431654676,con,con,ppi
252,C82076,04Q,0.13723916532905298,0.9243165467625899,con,con,ppi
251,C83011,04Q,0.1293823038397329,0.900431654676259,I,B,ppi
253,C83020,04Q,0.11939787889154978,0.8500719424460431,I,A,ppi
248,C83024,04Q,0.11690821256038647,0.8352517985611511,con,con,ppi
250,C83628,04Q,0.13976377952755906,0.9317985611510792,con,con,ppi
254,C83649,04Q,0.11279826464208242,0.8071942446043165,con,con,ppi
249,C83653,04Q,0.16071428571428573,0.9693525179856115,I,A,ppi
255,C81035,04R,0.11502909962341663,0.8218705035971223,con,con,ppi
273,C82007,04V,0.11595783351508543,0.8273381294964028,con,con,ppi
271,C82011,04V,0.15616045845272206,0.9624460431654677,con,con,ppi
256,C82026,04V,0.11720791340052258,0.8372661870503597,I,B,ppi
267,C82028,04V,0.12721000431220353,0.8915107913669065,con,con,ppi
260,C82035,04V,0.13910761154855644,0.9296402877697841,I,A,ppi
257,C82045,04V,0.1362530413625304,0.9215827338129496,con,con,ppi
274,C82047,04V,0.11570862239841427,0.8254676258992806,I,B,ppi
258,C82054,04V,0.12452471482889733,0.876546762589928,I,A,ppi
266,C82062,04V,0.11518987341772152,0.8225899280575539,I,B,ppi
264,C82064,04V,0.17591973244147158,0.9847482014388489,I,A,ppi
272,C82070,04V,0.11663286004056796,0.8333812949640288,I,A,ppi
270,C82072,04V,0.13670256835128416,0.9228776978417266,I,B,ppi
265,C82091,04V,0.14040207522697795,0.9335251798561152,con,con,ppi
268,C82093,04V,0.14201183431952663,0.9374100719424461,I,B,ppi
259,C82095,04V,0.12280701754385964,0.8680575539568345,con,con,ppi
275,C82102,04V,0.12558575445173384,0.8830215827338129,con,con,ppi
261,C82650,04V,0.16131064902331443,0.9705035971223022,con,con,ppi
262,C82656,04V,0.11558854718981973,0.8251798561151079,I,A,ppi
269,C82678,04V,0.1322175732217573,0.9092086330935252,con,con,ppi
263,Y00252,04V,0.11529933481152993,0.8231654676258993,con,con,ppi
280,M85037,04X,0.13558537714021288,0.919568345323741,con,con,ppi
286,M85041,04X,0.12127659574468085,0.8592805755395684,con,con,ppi
279,M85042,04X,0.15153788447111777,0.956978417266187,I,A,ppi
276,M85043,04X,0.1175531914893617,0.8394244604316546,con,con,ppi
284,M85055,04X,0.16063199473337722,0.9692086330935252,con,con,ppi
282,M85071,04X,0.1320754716981132,0.9087769784172662,con,con,ppi
288,M85076,04X,0.1244472520530638,0.8759712230215827,con,con,ppi
281,M85077,04X,0.15833333333333333,0.9657553956834533,I,B,ppi
285,M85078,04X,0.11855442926399296,0.8448920863309353,I,A,ppi
283,M85146,04X,0.11272141706924316,0.8063309352517986,I,A,ppi
287,M85174,04X,0.11650485436893204,0.8312230215827339,I,B,ppi
278,M85671,04X,0.11751662971175167,0.8388489208633093,con,con,ppi
277,M85794,04X,0.12125,0.8589928057553957,I,B,ppi
291,M83063,04Y,0.1331133113311331,0.9123741007194245,I,A,ppi
290,M83130,04Y,0.215203426124197,0.9958273381294964,con,con,ppi
289,M83616,04Y,0.14285714285714285,0.94,I,B,ppi
292,M83738,04Y,0.11887254901960784,0.8469064748201439,con,con,ppi
301,M84016,05A,0.14229559748427673,0.9384172661870503,con,con,ppi
297,M84031,05A,0.13612313612313612,0.9211510791366907,con,con,ppi
304,M84035,05A,0.12539964476021315,0.881726618705036,I,B,ppi
303,M84046,05A,0.13341493268053856,0.9132374100719425,con,con,ppi
300,M86008,05A,0.1529108327192336,0.9588489208633093,I,B,ppi
302,M86023,05A,0.11421210820094461,0.8151079136690648,I,A,ppi
294,M86033,05A,0.12761394101876675,0.8933812949640287,I,A,ppi
299,M86037,05A,0.144524236983842,0.9446043165467626,con,con,ppi
293,M86038,05A,0.13454545454545455,0.916115107913669,con,con,ppi
296,M86039,05A,0.15736885928393005,0.9640287769784173,I,A,ppi
305,M86633,05A,0.13758389261744966,0.9254676258992806,con,con,ppi
298,Y00996,05A,0.11313868613138686,0.8087769784172661,I,B,ppi
295,Y04952,05A,0.14298323036187113,0.940431654676259,con,con,ppi
306,C81018,05D,0.16008935219657483,0.9686330935251799,I,A,ppi
308,M83073,05D,0.1444636678200692,0.9444604316546763,I,B,ppi
307,M83074,05D,0.1314878892733564,0.9071942446043165,con,con,ppi
309,M81018,05F,0.11607738492328219,0.8279136690647482,I,A,ppi
310,M81621,05F,0.13058129738837404,0.903453237410072,con,con,ppi
311,M83011,05G,0.11505039972193257,0.822158273381295,I,B,ppi
316,M83023,05G,0.12780604609398383,0.8943884892086331,con,con,ppi
314,M83025,05G,0.11354309165526676,0.8113669064748201,con,con,ppi
312,M83056,05G,0.14354219948849106,0.9418705035971223,con,con,ppi
315,M83103,05G,0.16432225063938619,0.9736690647482015,I,A,ppi
313,M83122,05G,0.11483739837398374,0.8207194244604317,I,A,ppi
320,M84003,05H,0.16286456829338725,0.9722302158273382,I,B,ppi
321,M84005,05H,0.11796246648793565,0.8415827338129497,con,con,ppi
317,M84019,05H,0.13123446561723282,0.9060431654676259,con,con,ppi
319,M84034,05H,0.1502016129032258,0.9553956834532374,con,con,ppi
318,M84615,05H,0.13791554357592092,0.9260431654676259,I,A,ppi
322,M81064,05J,0.12597605413846955,0.8853237410071942,con,con,ppi
324,M81077,05J,0.16130604288499026,0.9702158273381295,con,con,ppi
323,M81089,05J,0.11262376237623763,0.8054676258992806,I,B,ppi
327,M88014,05L,0.12467532467532468,0.8775539568345324,I,B,ppi
326,M88612,05L,0.1369782480893592,0.9234532374100719,con,con,ppi
325,M88623,05L,0.11293260473588343,0.8079136690647482,I,A,ppi
330,M82041,05N,0.12321877619446772,0.8703597122302158,con,con,ppi
329,M82058,05N,0.15151515151515152,0.9566906474820144,I,A,ppi
328,M82601,05N,0.12903225806451613,0.8988489208633094,con,con,ppi
331,M83018,05Q,0.15134529147982062,0.9564028776978417,con,con,ppi
333,M83113,05Q,0.14397905759162305,0.943021582733813,con,con,ppi
334,M83115,05Q,0.18558282208588958,0.9900719424460431,I,B,ppi
332,M83125,05Q,0.15700325732899023,0.9635971223021583,I,A,ppi
336,M84043,05R,0.12120698423461604,0.858273381294964,con,con,ppi
335,M84617,05R,0.1145631067961165,0.817841726618705,I,A,ppi
338,M81008,05T,0.1273046532045654,0.8920863309352518,con,con,ppi
344,M81011,05T,0.11346153846153846,0.8112230215827338,con,con,ppi
345,M81029,05T,0.12837837837837837,0.8971223021582734,I,A,ppi
343,M81033,05T,0.14408233276157806,0.9435971223021583,I,A,ppi
337,M81042,05T,0.13661016949152543,0.9225899280575539,I,B,ppi
342,M81045,05T,0.11738857501569366,0.8384172661870504,con,con,ppi
341,M81072,05T,0.1742722265932337,0.9841726618705036,I,B,ppi
339,M81079,05T,0.12611087600507828,0.8864748201438849,I,B,ppi
340,M81094,05T,0.12350199733688415,0.8715107913669065,con,con,ppi
346,Y04968,05T,0.11192468619246862,0.8007194244604317,con,con,ppi
347,M83009,05V,0.13496426608026388,0.9175539568345323,I,B,ppi
351,M83020,05V,0.14550489987217724,0.9466187050359712,I,A,ppi
353,M83022,05V,0.1340602950609365,0.9151079136690647,I,A,ppi
349,M83024,05V,0.12924071082390953,0.9,I,B,ppi
348,M83044,05V,0.12949245541838134,0.9007194244604316,con,con,ppi
352,M83070,05V,0.11255845023380094,0.8050359712230216,con,con,ppi
350,M83092,05V,0.11751662971175167,0.8388489208633093,con,con,ppi
355,M83102,05W,0.12525951557093426,0.8811510791366907,I,B,ppi
354,M83619,05W,0.1324376199616123,0.9102158273381294,con,con,ppi
357,M81090,06D,0.1297029702970297,0.9018705035971223,I,B,ppi
356,M81608,06D,0.11988847583643122,0.8516546762589928,con,con,ppi
362,E81007,06F,0.13468208092485548,0.9164028776978417,I,A,ppi
365,E81011,06F,0.1516642547033285,0.9572661870503597,con,con,ppi
371,E81012,06F,0.12667478684531058,0.8900719424460432,con,con,ppi
360,E81017,06F,0.12606635071090047,0.8861870503597122,I,A,ppi
364,E81021,06F,0.13119943721421035,0.9058992805755396,I,B,ppi
366,E81024,06F,0.18536324786324787,0.9897841726618705,I,A,ppi
359,E81030,06F,0.11224489795918367,0.8027338129496403,con,con,ppi
369,E81031,06F,0.13060428849902533,0.9035971223021583,con,con,ppi
361,E81037,06F,0.11283185840707964,0.8074820143884892,con,con,ppi
370,E81043,06F,0.144072036018009,0.9433093525179856,I,B,ppi
368,E81062,06F,0.12390158172231985,0.8735251798561151,I,B,ppi
358,E81074,06F,0.11442362294151051,0.8168345323741008,I,A,ppi
367,E81077,06F,0.12003179650238474,0.8520863309352518,con,con,ppi
363,E81611,06F,0.125,0.879568345323741,con,con,ppi
429,D81002,06H,0.11969241056502841,0.8509352517985611,I,B,ppi
420,D81003,06H,0.1696910250122609,0.9798561151079137,con,con,ppi
391,D81004,06H,0.14461942257217847,0.9454676258992806,I,B,ppi
376,D81005,06H,0.1704194260485651,0.9807194244604317,con,con,ppi
397,D81007,06H,0.1276367536646407,0.8936690647482014,I,B,ppi
372,D81009,06H,0.1860759493670886,0.9902158273381295,con,con,ppi
394,D81010,06H,0.13673102828917827,0.923021582733813,con,con,ppi
385,D81011,06H,0.12966601178781925,0.9015827338129496,I,A,ppi
399,D81013,06H,0.13730569948186527,0.9250359712230216,I,B,ppi
388,D81015,06H,0.1492082825822168,0.9533812949640288,con,con,ppi
398,D81016,06H,0.11420059582919563,0.8148201438848921,con,con,ppi
421,D81018,06H,0.17838246409674982,0.9866187050359713,I,B,ppi
382,D81019,06H,0.15159401431359792,0.9571223021582734,con,con,ppi
419,D81025,06H,0.14708691499522444,0.9496402877697842,I,A,ppi
431,D81027,06H,0.1211864406779661,0.8581294964028777,I,A,ppi
384,D81028,06H,0.18956814357823892,0.9910791366906475,con,con,ppi
378,D81029,06H,0.12831144897489058,0.8968345323741007,con,con,ppi
400,D81030,06H,0.17261538461538461,0.9831654676258993,con,con,ppi
393,D81032,06H,0.1901320707699975,0.9913669064748202,I,A,ppi
386,D81034,06H,0.12634155526266239,0.8882014388489209,con,con,ppi
408,D81035,06H,0.13695090439276486,0.9231654676258992,con,con,ppi
418,D81038,06H,0.11659726353361094,0.8328057553956835,con,con,ppi
423,D81039,06H,0.17758328627893846,0.9856115107913669,I,B,ppi
383,D81042,06H,0.1487603305785124,0.9526618705035971,I,B,ppi
389,D81043,06H,0.176701001015523,0.9851798561151079,I,A,ppi
407,D81044,06H,0.15693509876275233,0.9634532374100719,I,A,ppi
401,D81046,06H,0.1143560295324036,0.8164028776978417,I,A,ppi
